teks,label
apk naon atuh maen blokir wae,0
tiktok bagus suka,1
kesini suka logout ya penyimpanan,1
tiktok gak jelasmerokok angap oelangaran buka aurat merusak iman biarkantiktok mempromosikan situs judol,0
bagus makasih,1
mantap,1
pinjam tik tok paylater nunggak rb aja datengin dc ampun dah lebay banget,0
gak nonton bkp,0
seru,1
mayann,1
kontoll enak enak liat video tbtb pas videonya sound videonya uninstall ilang suaranya kontoll,0
bagus,1
bagus kadang akun terhapus,1
salam silaturahmi,1
seruu sihh menormalisasikan video alternative universe berbaur yaa kasi peringatan masi anak dibawah umur memakai hp orang tua ngerusak perkembangannya blokir akun orang dongg akun udh blokir,1
mantap,1
rusak jembooooot,0
mmm,1
doang bagus kesini ngaco dikit pelanggaran mending klo melanggar ga melanggar aja kena pelanggaranngasih pelanggaran semau nya aja parahparahh komplain ga hasil nya,0
live cok tiktok life gak live cok udah k jir,1
bagus,1
tiktok shop lumayan belanja kasi bintang,1
baguss,1
sumpah tiktok tuh seru bgt kalo cepetin tinggal pencet simpan aja,1
tiktok seru menemani dimanapun menambah followers,1
gabisa posting ulang sihhh,0
kupat terlaparkan welllll,1
bagusss banget,1
keren banget pokoknya,1
bagus,1
suka pelanggaran umur udah kecewa tiktok suka gak,0
tontonan,1
bagus seru tonton,1
aplikasi ok umur,1
aplikasi nya bagus hp cepet panas peranggaran jir kirim foto akun temen,0
apk nya sih bagus hp ku lag,1
lemotsehingga memori penuh tiktok nya update download tetep lemot konten liat fyp yg saran tiktok memperbaiki biar lemot,0
bagus aplikasinya,1
mendaftar tik tok tulisan maaf memenuhi syarat tik tok udah,0
membangkitkan semangat mencoba gak semangat pas liat aplikasi tiktok belajar temui bangkitlah semangat mencoba kreasi semangat,1
bikin akun kasih bintang udah kali dontload playstore buka google crhrome gak bikin akun,0
woii tolol algoritma diperbaiki gw g cari shop barang barang yg mengandung konten dewasa gw cari buku lo saranin cempak semok cewek lo gw report pencarian muncul fakta bro algoritma tiktok membawa ranah konten sexual bocill g bett,1
instal nya,0
rekomendasi tik tok bagus pengeditanya bagus gitu,1
berita menarik,1
hapus shadow banddd,0
seruu,1
lengkap,1
menyenangkan hiburan,1
udah live pitur live nya hilang,1
apk terbobrok sistem prmbelian gajelas blabla nyusahin,0
acc sayangg,1
ya tiktok gampang ngelag masuk langsung hp ku bermasalah aplikasi aman aman lagkeluar tolong tiktok update kalo performanya buruk gak nyaman pake tiktok kalo dikit dikit dikit dikit ngelag tolong balikin tiktok ga ribet,0
gak tiktok syof nyaaa,0
aplikasi mantap banget bintang pokonya,1
aplikasinya udh bagus negatif aplikasinya,1
lumayan bikin streakk,1
seruu,1
menelusuri yg gak sesuai suka nge bug,1
sangatt bguss,1
bagus banget donlwod,1
bagus ngeleg gitu,1
sih keblokir gk ngechat gk sesuai umur,0
bagus keren streak lucu banget streak nya imut,1
keren bagus rada ngelag,1
bgus,1
membantu,1
main tiktok menghilngkn setres,1
bagus bgt woii btw komentar nyalahin tiktoknya ram penuhyaudah ga download apk udah berdiri gada maksa ngedownlod apk inijadi stop judge,1
apk nya bagus pas masuk yg logo doang coba masuk tetep kalo masuk tiktok uninstall abis didownload kann klo gitu ribet bgt tolong dehh ya apk udah bagus bug yg tolong benerin kali gini udah berusaha bersihin memori sampe hapus apk tetep gabisa jalan utama nya ya uninstall trus download perbaiki yaa tiktok,0
milik wahyudi kaum kikir susah cari duitnya,0
ngebug,0
ok,1
suka video bagusbagus pokonya seru kebutuhan aja udah bikin video kasih bintang,1
ngelag,0
tik tok suka mengelag tenang bintang,0
kesini tiktok gak seru liveterlalu aturan dikit dikit kena pelanggaran dikit dikit kena pelanggaran gak ngapa ngapain kangen tiktok gak pelanggaran kaya gini tiktok sepi karna live berkurang karna males kena pelanggaran coba kaya bebas challenge hiburan rame,0
aplikasi erorrudh mb nya mahall bgt suka ngelag lgi trus klo pesen barang ga dilacak paketnya suka ngilang suka d batalin ga menjangkau fiturny kdng ga kebuka,0
bagus,1
selamat menemukan uang jalan raya,1
mantapp,1
roooorrrrr,1
sumpahh ngk hidup tik tok anjayy,1
bagus,1
gift live,0
apla hrs update trs,1
good luck,1
mantap,1
aplikasi bagus menguntungkan,1
bagus banget,1
the tiktok algorithm has become a mess instead of keeping viewers engaged it only makes us frustrated for example when i search for a specific topic i only get one or two related videos before random and irrelevant ones start showing up this makes the experience really annoying because the content im looking for isnt properly presented hopefully tiktok will fix this issue and make the app enjoyable again,0
suka banget tiktok nonton yg ak suka,1
ga berlaku,0
bagus,1
membantu,1
ngapa ngeleg dah,1
tiktok babi akun,0
bagus bangett makan aktifitas apapun seneng banget kalo liat tiktok,1
terbaik,1
sya auka,1
tiktok gak kayak tiktok,0
lambat bagus,0
aplikasi tiktok yg udah susah bgt akses,0
asik si dikit dkit pelanggaran,1
karna ketemu orang tercinta,1
akun bnnd tiktok aneh,0
suka banget blokir akun orang,0
follow merita aja kak,1
bagus,1
bagus,1
meisya,1
ok,1
aplikasinya bagus,1
baguss bikin vidio capcut develofer tiktok,1
tiktok sensi berjualan kena ban video konten hapus akun terancam akun terblokirr tiktok sensitif peninjauan pemblokiran akun tiktok sepi aman skrng aman ahhhh tiktok tiktok gimana sihh ajukan banding langsung tolak gak cek,0
berguna mencari update terbaru nya,1
bagus,1
aplikasinya bagus,1
rame,1
tiktok mencegah penyebaran berita bohong hoax aktivitas menyebabkan penyimpangan perilaku mudah menimbulkan kekacauan massal filtering dfk dibanding medsos pelaporan konten misinformasi ditindak lanjuti platform,0
hp infinix note pro notifikasi live dll ngga muncul ya otak atik settingan nya tetep g muncul notifikasigimana nih admin,0
gk bagus,0
efek nya bagus banget,1
aneh kadang kadang ga,1
bagus,1
mohon perbaiki hp lag ram terima kasih,1
suka banget tiktok,1
seru banget akun tiktok kena pelanggaran usia,1
berat ga masuk ngelag,0
bagusssssssss,1
apl bagus tolong aktifin fitur live nya folower udah ad fitur live nya,1
diblokir,1
suka,1
baiy,1
sesuai harapan,1
puas,1
ngebug pencarian layarnya putih tolong perbaiki,0
mantap,0
centang biru,1
bintang limatapi mohon adakan fitur jam tidur hp terganggudan bunyi lagu alarm dri tiktok gtu bunyinya jdi sy pnikmnding jgn adain fitur jam tidur yah,1
bnyk peraturan yg nalar manusia,0
aplikasi keren banget yaa lupa tidurrrtrrrr,1
aplikasi nya sih bagus menarik bikin konten ko komentar ya tolong depeloper orang sensor biar gak kasar aplikasi nya bagus bug error bagus pokok nya mantap,1
okelah,1
ku fitur tata letaknya mengupdate teman tata letak nya tiktok bintang,1
mantap,1
kalo hp yg ram aja suka berat gk buka stuck apknya apk makan ram bikin lemot hp,1
apk bagus cocok untik interaksi yg nyaman membutuhkan ruang penyimpanan yg menyebabkan lag smartphone yg tdk memiliki ruang,1
berguna tiktok berguna nya tiktok live aja wkwkwkwk,0
tolong applikasi ank blokir,0
kau bikin tiktok ku gak masuk kasih bintang,0
bagus,1
baguss,1
debes,1
ga buka,0
bagus,1
oke,1
yallah tolong uang tibaketarik otomatis akun dana senilai sengaja keepencet fitur langganan nya mohon ken uang syaa membutuhkan nyaa,0
kasih bitang mantap tiktok,1
oke banget dahh,1
bagusss,1
akun gak posting ulang,1
followers lihat aneh,0
pembelian pembatasan usia usia th,1
ok ok,1
tiktok muncul ikon shop aplikasi,0
uang d tarik menyelsaikan iklan,1
ok bagus,1
assalamualaikum kak gimana nggak kredit hp tik tok coba bantu nggak,0
oklh,1
ohh,1
kekurangan fitur fitur menghapus pesan kotak masuk,1
bagus,1
lumayan membantu,1
gajelas klo poto banget hilang kecantikannya padhal mg hrs pke mndg uninstall trs dnwld lgii deh,0
eror gift tampil layar hp,0
tiktok merespon android pengembalian barang dananya bank hp android cepet membuka kamera terbaca android pakai kamera ngeloading diaplikasinya mohon perbaiki,0
halo developer fitur muncul hyper os terbaru ponsel x pro muncul ponsel custom rom fitur fitur resetrefresh feed tolong perbaiki,0
good,1
mantap,1
gak ga daftar akun,0
mantap pokonya peluang,1
gak postingan ulang nya,0
jalan keropokan bandung toko menteri jaya,0
happy slalu tik tok,1
bagus,1
filter ny aneh smua ilang lipstik nya bulu matanya pdhl udh berkali update,0
buruk sekalidana refund tiktok shop ditarik gagal terusdi belanja gak bisasudah kapok belanja tiktok buruk aplikasi,0
ya berguna,1
menyenangkan,1
bagus,1
apasih tiktok stiap login arahinya chrome mulu taii iklan jualan mulu mo login aja susah,0
hiburan berpenghasilan,1
tiktok ukuran nya alasan gimana pengguna tiktok kombinasi fitur tiktok pembaharuan sebentar kaya percobaan tep layar nya gambargambar bintang semacamnya fitur fitur bikin vt livekomal aplikasi pemain tiktok paksa digiring beli hp scr halus,1
hlah apk update mlh mkin ngeleg,0
mengisi luang,1
bagus bikin pidio gak liatkomen llek gak semangat kaya,1
kolaborasi spotify berkembang,1
fitur live akun ku,0
mudah mencari informasi,1
gatau salah dimana banned aju banding ga terima gapernah ngelakuin kesalahan peraturan tiktok anehh coba maksudnya akun sy nya banned pdhl ga ngelanggar,0
bagus banget sayangnya akun blokir abaikan bandingkan,1
update,0
woi tiktok kalo caption mesti kepotong perbaiki,0
ga tiktok ny,0
buruk gelag,0
oya bagus,1
berbelanja asik barang sesuai pesanan dpt bintang,1
caption nya kepotong gk enak tonton perbaiki minimal,0
mantap,1
ok,1
keren coy,1
tiktok plis ilangin pelanggaran kuaku bela diriku biar ga pandang rendah orang lainsoal nya menyamakan hewan pliss tiktok ilangin pelanggaran akun akuuu,1
bagus sih indonesia player dungu jir fomo dah,1
bagus sanggat mudah teman ngobroll,1
aplikasi ga berguna komen blokir kabar orang pamer body bugil telanjang lolos kena pelanggaran aplikasi jelek banget pasang tiktok mending snack video,0
bagus,1
sngt buruk bgiku,0
menghibur,1
knpa aplikasi tik tok yg gak bis sy pke hp sy,1
sesuai persyaratan karna th kena bnd,0
bagus,1
tiktok membantu sandi akun tiktok tertaut email email retas orang kenal akun email hilang masuk akun mengganti email akun tiktok tiktok saran membantu,0
aplikasinya bagusbisa hiburanpokoknya bagus dah,1
suka banget,1
ok,1
lag bug,0
mantap,1
puas dgn ap,1
bagus,1
mantab jer,1
mantep,1
aplikasi aneh gabisa buka pake data seluler,0
app dongo kagak jelass,0
menghibur,1
suka aplikasi ny menghibur,1
bgus,1
update gak buka,0
gak daftar tik tok,0
orang tll gara ni apk,0
good,1
lumayan sih scrolling video,1
oke,1
goblok tiktok e,1
sangaat bermanfaat,1
bagoes,1
bisaa ga si jan keluaran mulu aplikasi nya strs gua anj dri streak gua babi,0
seru menarik,1
tiktok suka,1
baguss,1
knp tdk live,0
bagus,1
gak jam tidur susah lihat tiktok,1
seru sihtapi karna bikin akun sesuai usia anak anak gk main,1
berkerja keras jowo asli jepara,1
memainkan tiktok seru mencari lagu favorite,1
errorr,0
bagusbisa menghasilkansmoga qu bruntung,1
suka aplikasi terkadang kendala upload video,1
tolong perbaiki bug yg scroll video sukai kali menu utama,0
ner p,1
bnyak wawasan pemahaman teman cerita pengalaman kereeeennn,1
good,1
bagus,1
coba live update semoga audionya bagus,1
ok,1
semoga bermain tiktok,1
suka ngelag,0
aplikasi bagus,1
cari pengalaman,1
sanggat membantu,1
assalamualaikumaplikasi pelarianku kerja seharian lepas rutinitas puas the best semoga kedepannya ok lgi,1
wow,1
bagus,1
bagus,1
min tolong fitur foto live nya bikin permanen hp eh ga udh hilang hp support foto live,1
berguna,1
keren,1
pengen live,1
keren,1
turun harga koin,1
wow aplikasi nya bagus kadang kadang sih orang keseringan scroll tik tok bikin ga produkif kali scroll mode auto pilot bagus kalo tiktok ditammbahin fitur pengingat biar ga lupa bagus baget sih aplikasinya hapusdownload tiktok hehehheehhehehehehe,1
bagus sinyal nya,1
ok,1
bagus,1
video upload kompress susah payah membuatnya jernih,0
aplikasi baperan anjir dikitdikit pelanggaran uuuu gak,0
diinstal,0
aplikasi penghibur tantangan menghasilkan cuang,0
good,1
mntap,0
mohon maaf batasan usia tolong batasi dibatasi sampek karna sedih karna scroll tolong tiktok perbarui kesusahan beli beli komunikasi teman streak teman streak teman teman hilang tolong tiktok rubah dibatasi mending,0
terbaik,1
membantu,1
tiktok oke,1
ok,1
apk baguss dann motivasi,1
kecewa tiktok sensitif banget udah bertahun kembangin akun tiktok dikit pelanggarandikit bannedpadahal live nya ngomong patah sdh kena pl jdi gk skrng,0
mudah,1
bagus,1
bagus,1
lemot,0
apk nya bagus,1
aplikasi ny bagus cuman kadang suka ngelag trs suka fitur ingatkan tidur baguss ngantukk,1
baguss,1
memuaskan informasi luas,1
nonton live suka,0
ngelag mulu bngst,0
lumayan bagus,1
jelek,0
tik tok mencari hiburan mencari penghasilan,1
mental aplikasi aturan dikit dikit pelanggaran,0
saiuo,1
bagus bangat apk nya jualan jg dll,1
kesini lemot parah,0
nukerin nyah gimna yah,1
trs perbaiki leg nya,1
tiktok ngga buka,1
josjis,1
pemblokiran yg gk tau akun d blokir,0
pointnya nipu gabisa ditukar,0
sempurna,1
suka sndiri,0
tiktok android tiktok shop,0
keren,1
bagus,1
hiburan yg menghasilkan,1
ok,1
keren ya in sopa,1
puas dgn aplikasi,1
anomali jir tiktod,0
bagus menghibur,1
pengembalian danabarang tiktok shop melampirkan videofoto buktinya ribet dibawah menit dibawah mb tolong simple melampirkan video,0
ganti no gak ya,0
karna menyukainya,1
bagus,1
gaassss,1
parah sihh gabisa bikin story video random yg fyp,0
bgus,1
bagus banget tp knp hp sy g muncul kofe verifikasi yh kak,1
aplikasi josjis,1
lag dikit oke,1
aplikasi nya ok,1
tiktok end debest omaygot from this best hahay,1
sarang binatang jir,0
fitur posting ulang video hilang gmn tolong dijwb,0
good,1
bermanfaat,1
mantap,1
tolong stlh update gagal event publisherplan of publisher up vt muncul tulisan gagal beralih publishercoba,0
menghibur,1
gk dukung,1
suka tik tok,1
ok banget,1
bagus,1
rindu maya,1
woi tik tok vt gw kena pelanggaran ha gak posting negatif kasih pelanggaran,0
sangan membantu,1
dapet pelanggaran pembatasan umur taun gjls bngt,0
sya gk lihat barang yg tertata keranjang kuning tpi gk tau knp pas belanja online aplikasi tik tok yg kesekian kalinya eh gk gambar keranjang kuning otomatis gk beli online lg tik tok akun sy gk masalahklo dr pusatnya tolong perbaiki sy udah suka belanja online aplikasi tik tok terimakasih semoga perkembangan,0
gabisa dibuka apk nya,0
bagus,1
mohon maaf ya min tiktok orang orang fto live ya hp nya android ya fto live tiktok pas lihat ga temen hp android,1
sengaja bintang biar terbaca banget akun mempromosikan judol live binary option tolong dipantau difillter sebwlum korban terima kasih,1
bagus,1
kenapah lamah proses istal,0
aplikasi bagusss,1
membantu,1
bintang karna tiktok dimana gak tau tau,1
bagus dapet bonus tiktok terimakasih,1
bagus,1
applikasi nya sngt bagus video nya menarik,1
pembatasan usia mulu aneh aneh nya fitur call center aplikasi nyebelin,0
tahi,0
bangkee apalah tiktok nih ram patah patah hadehh,0
baguss,1
good,1
ukuran hp memori nya suka lag tolong ringan tiktok lite sih fiturfitur nya kasih bintang respon,1
bagus banget puffy bag kanvas utk bula nih jf,1
vidio offline mengupdate bagus,1
mnrik,1
tulis,1
mantap,1
camera tiktok kdg bener kdg aneh jir,1
aplikasi bagus kadang bug nya posting foto live gk hp udah suport foto live,1
so fun,1
aja bkokkena pelanggarangajelas,0
gabisa instal aplikasi,0
bagus,1
ok,1
kacau salah akun live melanggar banding tiktok kunjung balasantolong diperbaiki yaaa,0
bagus,1
ga hp hp suka ngebleng plliiissss,1
bagus jdi ga bosen,1
aplikasi nya,1
tiktok bener aja deh user main tiktok tuh liat video foto pas cari search bar rekomendasinya foto,0
pencarian nya gak coba cari akun video akun video,0
gak lihat yg ngujugin profil,0
bagu bermanfaat,1
good,1
mohon fyp ku tobrut,1
butut tiktok nya,0
bagus aplikasinya,1
app sih kebanyakan nge lag anjir app,0
ok menyenangkan,1
bagus baget,1
tiktok sekrg berat,0
bgus,1
sarang monyet,0
menghibur tpi tolong yaa tu tampilan posting ulng ny jngn jelek jdi ny ubah kya dlu aja tolong bngt,1
bagus,1
suka aplikasi,1
makasih tiktok udah play store hobinya scroll tiktok,1
bagus,1
kerena mb nya banget,0
tiktok ruwet,0
ku gk bukak yaaa gimana nihhh,0
baguss,1
bagus,1
plis tiktok fyp,1
jossjisss,1
woi tik tok pertemanan gw hilang semuamohon benerin,0
mantap,0
good very good,1
sudirman sukaramai,1
kali live tiktokapk tiktok sendiriada apk tiktok initolong perbaiki sistem mu tiktok,0
sseru,1
udah bayar lunas paylater tanguhkan udah pakek eh tanguhkan bl blanja taik,0
habis update gabisa dibuka,1
bagus bangettt,1
bagus,1
tolong curiga perdikit sensor fitnah orang membongkar identitasnya,0
aplikasi gak dm temen udah pelangaran,0
memfollow orang fans ketahui tik tok banget video ulasan terima kasih,1
karna ngetik ga interaksi temen,1
jos,1
tiktok suka nge bug tibatiba lag parah tolong diupgrade,0
mantap,1
suka tiktok posisi tata letaknya tiktok,1
bagus,1
bagus,1
bikin akun tiktok nya,0
tolong kembalikan uang ketarik otomatis akun dana senilai jt sengaja kepencet fitur langganan nya mohon kembalikan uang membutuhkannya,1
mantep,1
tertarik fcc tantangan gamisnya jajanan jenisnya kekurangannya diam gamisnya tantangan affan iyoo ehh rayap ayah kakak adik diff diff anggo amiinn amiinn xnxx diblok silahkan silahkan supriyanti gamisnya habiskan habiskan gamisnya habiskan cicilan cicilannya cicilannya cicilannya durian durian disuruh doangg gampang gantangan gantangan gantangannya fcc fcc ganggu jangka yangg yangg yangg yangg yangg janjian yangg ucapannya gnhhh ddinya gamisnya tahh,1
sanagt bagusssss,1
bagus konten kreator online shop,1
gampang login,0
aplikasi ga riset sandi gblok apus aja nih aplikasi,0
tp terkadang lemot gitu tiktok nya tolong perbaiki ya,1
